Solutions,0,Building time,0.045s,Nodes,3 (235.7 n/s),Backtracks,7,Fails,4,Restarts,0,Reines Max,12,Reines placees,6
Solutions,2,Building time,0.001s,Nodes,27 (2 433.1 n/s),Backtracks,51,Fails,24,Restarts,0,Reines Max,12,Reines placees,4
Solutions,14 200,Building time,0.001s,Nodes,118 605 (40 819.2 n/s),Backtracks,208 811,Fails,90 206,Restarts,0,Reines Max,12,Reines placees,0
Solutions,0,Building time,0.001s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,7
Solutions,2,Building time,0.000s,Nodes,6 (4 354.5 n/s),Backtracks,9,Fails,3,Restarts,0,Reines Max,12,Reines placees,6
Solutions,0,Building time,0.001s,Nodes,2 (3 362.4 n/s),Backtracks,5,Fails,3,Restarts,0,Reines Max,12,Reines placees,5
Solutions,0,Building time,0.001s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,7
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,10
Solutions,806,Building time,0.000s,Nodes,8 767 (28 156.6 n/s),Backtracks,15 923,Fails,7 156,Restarts,0,Reines Max,12,Reines placees,1
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,8
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,10
Solutions,20,Building time,0.000s,Nodes,173 (35 975.2 n/s),Backtracks,307,Fails,134,Restarts,0,Reines Max,12,Reines placees,3
Solutions,31,Building time,0.004s,Nodes,804 (28 276.0 n/s),Backtracks,1 547,Fails,743,Restarts,0,Reines Max,12,Reines placees,2
Solutions,2,Building time,0.003s,Nodes,44 (37 431.2 n/s),Backtracks,85,Fails,41,Restarts,0,Reines Max,12,Reines placees,4
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,6
Solutions,0,Building time,0.000s,Nodes,4 (10 008.5 n/s),Backtracks,9,Fails,5,Restarts,0,Reines Max,12,Reines placees,5
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,6
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,10
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,8
Solutions,14 200,Building time,0.000s,Nodes,118 605 (49 405.0 n/s),Backtracks,208 811,Fails,90 206,Restarts,0,Reines Max,12,Reines placees,0
Solutions,140,Building time,0.000s,Nodes,1 064 (51 918.1 n/s),Backtracks,1 849,Fails,785,Restarts,0,Reines Max,12,Reines placees,2
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,11
Solutions,0,Building time,0.000s,Nodes,1 (3 313.7 n/s),Backtracks,3,Fails,2,Restarts,0,Reines Max,12,Reines placees,6
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,8
Solutions,138,Building time,0.002s,Nodes,1 105 (51 001.6 n/s),Backtracks,1 935,Fails,830,Restarts,0,Reines Max,12,Reines placees,2
Solutions,1 639,Building time,0.000s,Nodes,11 271 (50 391.4 n/s),Backtracks,19 265,Fails,7 994,Restarts,0,Reines Max,12,Reines placees,1
Solutions,1,Building time,0.000s,Nodes,2 (5 613.4 n/s),Backtracks,3,Fails,1,Restarts,0,Reines Max,12,Reines placees,6
Solutions,1,Building time,0.000s,Nodes,1 (2 771.6 n/s),Backtracks,1,Fails,0,Restarts,0,Reines Max,12,Reines placees,8
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,9
Solutions,86,Building time,0.000s,Nodes,938 (32 917.9 n/s),Backtracks,1 705,Fails,767,Restarts,0,Reines Max,12,Reines placees,2
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,7
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,7
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,11
Solutions,0,Building time,0.000s,Nodes,9 (23 291.4 n/s),Backtracks,19,Fails,10,Restarts,0,Reines Max,12,Reines placees,5
Solutions,100,Building time,0.000s,Nodes,1 034 (50 437.9 n/s),Backtracks,1 869,Fails,835,Restarts,0,Reines Max,12,Reines placees,2
Solutions,3,Building time,0.001s,Nodes,16 (26 404.1 n/s),Backtracks,27,Fails,11,Restarts,0,Reines Max,12,Reines placees,5
Solutions,14 200,Building time,0.000s,Nodes,118 605 (49 233.8 n/s),Backtracks,208 811,Fails,90 206,Restarts,0,Reines Max,12,Reines placees,0
Solutions,12,Building time,0.000s,Nodes,57 (36 749.2 n/s),Backtracks,91,Fails,34,Restarts,0,Reines Max,12,Reines placees,4
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,8
Solutions,54,Building time,0.001s,Nodes,938 (48 471.1 n/s),Backtracks,1 769,Fails,831,Restarts,0,Reines Max,12,Reines placees,2
Solutions,10,Building time,0.000s,Nodes,43 (39 527.6 n/s),Backtracks,67,Fails,24,Restarts,0,Reines Max,12,Reines placees,4
Solutions,0,Building time,0.001s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,7
Solutions,0,Building time,0.002s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,7
Solutions,0,Building time,0.000s,Nodes,14 (17 267.6 n/s),Backtracks,29,Fails,15,Restarts,0,Reines Max,12,Reines placees,4
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,7
Solutions,1 631,Building time,0.000s,Nodes,11 029 (52 213.9 n/s),Backtracks,18 797,Fails,7 768,Restarts,0,Reines Max,12,Reines placees,1
Solutions,212,Building time,0.000s,Nodes,1 254 (50 961.2 n/s),Backtracks,2 085,Fails,831,Restarts,0,Reines Max,12,Reines placees,2
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,8
Solutions,0,Building time,0.000s,Nodes,1 (5 171.8 n/s),Backtracks,3,Fails,2,Restarts,0,Reines Max,12,Reines placees,7
Solutions,1,Building time,0.000s,Nodes,3 (10 982.3 n/s),Backtracks,5,Fails,2,Restarts,0,Reines Max,12,Reines placees,6
Solutions,2,Building time,0.000s,Nodes,28 (34 280.6 n/s),Backtracks,53,Fails,25,Restarts,0,Reines Max,12,Reines placees,4
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,9
Solutions,0,Building time,0.000s,Nodes,1 (4 134.9 n/s),Backtracks,3,Fails,2,Restarts,0,Reines Max,12,Reines placees,6
Solutions,1,Building time,0.000s,Nodes,9 (19 518.5 n/s),Backtracks,17,Fails,8,Restarts,0,Reines Max,12,Reines placees,5
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,12,Reines placees,8
