Solutions,0,Building time,0.045s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,15,Reines placees,12
Solutions,1,Building time,0.001s,Nodes,13 (992.6 n/s),Backtracks,25,Fails,12,Restarts,0,Reines Max,15,Reines placees,7
Solutions,0,Building time,0.001s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,15,Reines placees,14
Solutions,0,Building time,0.001s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,15,Reines placees,11
Solutions,0,Building time,0.000s,Nodes,30 (2 544.6 n/s),Backtracks,61,Fails,31,Restarts,0,Reines Max,15,Reines placees,6
Solutions,0,Building time,0.000s,Nodes,2 (1 582.6 n/s),Backtracks,5,Fails,3,Restarts,0,Reines Max,15,Reines placees,9
Solutions,0,Building time,0.001s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,15,Reines placees,9
Solutions,15 949,Building time,0.000s,Nodes,115 161 (36 350.6 n/s),Backtracks,198 425,Fails,83 264,Restarts,0,Reines Max,15,Reines placees,2
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,15,Reines placees,13
Solutions,2,Building time,0.000s,Nodes,38 (6 313.0 n/s),Backtracks,73,Fails,35,Restarts,0,Reines Max,15,Reines placees,6
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,15,Reines placees,11
Solutions,0,Building time,0.043s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,6
Solutions,2 680,Building time,0.001s,Nodes,24 015 (27 307.8 n/s),Backtracks,42 671,Fails,18 656,Restarts,0,Reines Max,11,Reines placees,0
Solutions,209,Building time,0.006s,Nodes,2 246 (19 295.8 n/s),Backtracks,4 075,Fails,1 829,Restarts,0,Reines Max,11,Reines placees,1
Solutions,2 680,Building time,0.001s,Nodes,24 015 (42 416.9 n/s),Backtracks,42 671,Fails,18 656,Restarts,0,Reines Max,11,Reines placees,0
Solutions,27,Building time,0.000s,Nodes,304 (42 421.5 n/s),Backtracks,555,Fails,251,Restarts,0,Reines Max,11,Reines placees,2
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,5
Solutions,7,Building time,0.000s,Nodes,63 (9 547.7 n/s),Backtracks,113,Fails,50,Restarts,0,Reines Max,11,Reines placees,3
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,7
Solutions,2 680,Building time,0.001s,Nodes,24 015 (44 726.9 n/s),Backtracks,42 671,Fails,18 656,Restarts,0,Reines Max,11,Reines placees,0
Solutions,49,Building time,0.000s,Nodes,324 (51 987.8 n/s),Backtracks,551,Fails,227,Restarts,0,Reines Max,11,Reines placees,2
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,10
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,9
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,6
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,9
Solutions,96,Building time,0.000s,Nodes,1 912 (52 160.9 n/s),Backtracks,3 633,Fails,1 721,Restarts,0,Reines Max,11,Reines placees,1
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,7
Solutions,1,Building time,0.001s,Nodes,6 (3 208.0 n/s),Backtracks,11,Fails,5,Restarts,0,Reines Max,11,Reines placees,4
Solutions,1,Building time,0.000s,Nodes,1 (3 906.3 n/s),Backtracks,1,Fails,0,Restarts,0,Reines Max,11,Reines placees,10
Solutions,2,Building time,0.000s,Nodes,32 (23 790.9 n/s),Backtracks,61,Fails,29,Restarts,0,Reines Max,11,Reines placees,3
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,7
Solutions,1,Building time,0.000s,Nodes,1 (3 751.8 n/s),Backtracks,1,Fails,0,Restarts,0,Reines Max,11,Reines placees,9
Solutions,3,Building time,0.000s,Nodes,75 (43 935.1 n/s),Backtracks,145,Fails,70,Restarts,0,Reines Max,11,Reines placees,3
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,7
Solutions,5,Building time,0.000s,Nodes,51 (9 797.9 n/s),Backtracks,93,Fails,42,Restarts,0,Reines Max,11,Reines placees,3
Solutions,11,Building time,0.000s,Nodes,68 (20 087.3 n/s),Backtracks,115,Fails,47,Restarts,0,Reines Max,11,Reines placees,3
Solutions,295,Building time,0.000s,Nodes,2 370 (47 512.2 n/s),Backtracks,4 151,Fails,1 781,Restarts,0,Reines Max,11,Reines placees,1
Solutions,0,Building time,0.000s,Nodes,8 (11 779.4 n/s),Backtracks,17,Fails,9,Restarts,0,Reines Max,11,Reines placees,4
Solutions,346,Building time,0.000s,Nodes,2 515 (60 535.3 n/s),Backtracks,4 339,Fails,1 824,Restarts,0,Reines Max,11,Reines placees,1
Solutions,346,Building time,0.001s,Nodes,2 630 (58 207.7 n/s),Backtracks,4 569,Fails,1 939,Restarts,0,Reines Max,11,Reines placees,1
Solutions,346,Building time,0.001s,Nodes,2 515 (56 178.2 n/s),Backtracks,4 339,Fails,1 824,Restarts,0,Reines Max,11,Reines placees,1
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,8
Solutions,48,Building time,0.000s,Nodes,310 (56 135.4 n/s),Backtracks,525,Fails,215,Restarts,0,Reines Max,11,Reines placees,2
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,8
Solutions,1,Building time,0.000s,Nodes,3 (9 784.8 n/s),Backtracks,5,Fails,2,Restarts,0,Reines Max,11,Reines placees,5
Solutions,7,Building time,0.000s,Nodes,78 (50 113.2 n/s),Backtracks,143,Fails,65,Restarts,0,Reines Max,11,Reines placees,3
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,9
Solutions,7,Building time,0.000s,Nodes,57 (44 499.9 n/s),Backtracks,101,Fails,44,Restarts,0,Reines Max,11,Reines placees,3
Solutions,3,Building time,0.001s,Nodes,15 (20 778.0 n/s),Backtracks,25,Fails,10,Restarts,0,Reines Max,11,Reines placees,4
Solutions,49,Building time,0.000s,Nodes,340 (63 611.2 n/s),Backtracks,583,Fails,243,Restarts,0,Reines Max,11,Reines placees,2
Solutions,1,Building time,0.000s,Nodes,5 (10 808.3 n/s),Backtracks,9,Fails,4,Restarts,0,Reines Max,11,Reines placees,4
Solutions,3,Building time,0.000s,Nodes,15 (21 302.3 n/s),Backtracks,25,Fails,10,Restarts,0,Reines Max,11,Reines placees,4
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,5
Solutions,2,Building time,0.000s,Nodes,37 (26 183.3 n/s),Backtracks,71,Fails,34,Restarts,0,Reines Max,11,Reines placees,3
Solutions,1,Building time,0.000s,Nodes,24 (25 169.8 n/s),Backtracks,47,Fails,23,Restarts,0,Reines Max,11,Reines placees,3
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,8
Solutions,8,Building time,0.000s,Nodes,168 (19 521.7 n/s),Backtracks,321,Fails,153,Restarts,0,Reines Max,11,Reines placees,2
Solutions,295,Building time,0.001s,Nodes,2 370 (32 163.5 n/s),Backtracks,4 151,Fails,1 781,Restarts,0,Reines Max,11,Reines placees,1
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,10
Solutions,0,Building time,0.000s,Nodes,0 (0.0 n/s),Backtracks,0,Fails,1,Restarts,0,Reines Max,11,Reines placees,10
Solutions,0,Building time,0.000s,Nodes,3 (11 332.1 n/s),Backtracks,7,Fails,4,Restarts,0,Reines Max,11,Reines placees,5
Solutions,0,Building time,0.000s,Nodes,2 (7 962.4 n/s),Backtracks,5,Fails,3,Restarts,0,Reines Max,11,Reines placees,5
Solutions,96,Building time,0.000s,Nodes,2 029 (60 263.6 n/s),Backtracks,3 867,Fails,1 838,Restarts,0,Reines Max,11,Reines placees,1
Solutions,1,Building time,0.000s,Nodes,1 (5 245.4 n/s),Backtracks,1,Fails,0,Restarts,0,Reines Max,11,Reines placees,10
